Year,Category,Nominee,Additional Info,Won?
2005,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Paul Giamatti,Sideways,N
2005,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",William Shatner,Boston Legal,W
2005,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jeremy Piven,Entourage,N
2005,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michael Imperioli,The Sopranos,N
2005,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Oliver Platt,Huff,N
2005,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sean Hayes,Will & Grace,N
2005,Best Performance by an Actor in a Supporting Role in any Motion Picture,Clive Owen,Closer,W
2005,Best Performance by an Actor in a Supporting Role in any Motion Picture,David Carradine,Kill Bill Vol. 2,N
2005,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jamie Foxx,Collateral,N
2005,Best Performance by an Actor in a Supporting Role in any Motion Picture,Morgan Freeman,Million Dollar Baby,N
2005,Best Performance by an Actor in a Supporting Role in any Motion Picture,Thomas Haden Church,Sideways,N
2005,Best Performance by an Actor in a Television Series - Musical or Comedy,Jason Bateman,Arrested Development,W
2005,Best Performance by an Actor in a Television Series - Musical or Comedy,Charlie Sheen,Two and a Half Men,N
2005,Best Performance by an Actor in a Television Series - Musical or Comedy,Larry David,Curb Your Enthusiasm,N
2005,Best Performance by an Actor in a Television Series - Musical or Comedy,Matt LeBlanc,Joey,N
2005,Best Performance by an Actor in a Television Series - Musical or Comedy,Tony Shalhoub,Monk,N
2005,Best Performance by an Actor in a Television Series - Musical or Comedy,Zach Braff,Scrubs,N
2005,Best Performance by an Actress In A Television Series - Drama,Mariska Hargitay,Law & Order: Special Victims Unit,W
2005,Best Performance by an Actress In A Television Series - Drama,Christine Lahti,Jack & Bobby,N
2005,Best Performance by an Actress In A Television Series - Drama,Edie Falco,The Sopranos,N
2005,Best Performance by an Actress In A Television Series - Drama,Jennifer Garner,Alias,N
2005,Best Performance by an Actress In A Television Series - Drama,Joely Richardson,Nip/Tuck,N
2005,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Glenn Close,The Lion In Winter (2004),W
2005,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Blythe Danner,Back When We Were Grown Ups,N
2005,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Hilary Swank,Iron Jawed Angels,N
2005,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Julianna Margulies,The Grid,N
2005,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Miranda Richardson,The Lost Prince,N
2005,Best Performance by an Actress in a Motion Picture - Drama,Hilary Swank,Million Dollar Baby,W
2005,Best Performance by an Actress in a Motion Picture - Drama,Imelda Staunton,Vera Drake,N
2005,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,Birth,N
2005,Best Performance by an Actress in a Motion Picture - Drama,Scarlett Johansson,"Love Song For Bobby Long, A",N
2005,Best Performance by an Actress in a Motion Picture - Drama,Uma Thurman,Kill Bill Vol. 2,N
2005,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette Bening,Being Julia,W
2005,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ashley Judd,De-Lovely,N
2005,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emmy Rossum,The Phantom of the Opera,N
2005,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kate Winslet,Eternal Sunshine of The Spotless Mind,N
2005,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Renée Zellweger,Bridget Jones: The Edge Of Reason,N
2005,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Anjelica Huston,Iron Jawed Angels,W
2005,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Charlize Theron,The Life and Death of Peter Sellers,N
2005,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Drea de Matteo,The Sopranos,N
2005,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Emily Watson,The Life and Death of Peter Sellers,N
2005,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nicollette Sheridan,Desperate Housewives,N
2005,Best Performance by an Actress in a Supporting Role in any Motion Picture,Natalie Portman,Closer,W
2005,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cate Blanchett,The Aviator,N
2005,Best Performance by an Actress in a Supporting Role in any Motion Picture,Laura Linney,Kinsey,N
2005,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep,The Manchurian Candidate (2004),N
2005,Best Performance by an Actress in a Supporting Role in any Motion Picture,Virginia Madsen,Sideways,N
2005,Best Performance by an Actress in a Television Series - Musical or Comedy,Teri Hatcher,Desperate Housewives,W
2005,Best Performance by an Actress in a Television Series - Musical or Comedy,Debra Messing,Will & Grace,N
2005,Best Performance by an Actress in a Television Series - Musical or Comedy,Felicity Huffman,Desperate Housewives,N
2005,Best Performance by an Actress in a Television Series - Musical or Comedy,Marcia Cross,Desperate Housewives,N
2005,Best Performance by an Actress in a Television Series - Musical or Comedy,Sarah Jessica Parker,Sex and The City,N
2005,Best Screenplay - Motion Picture,Alexander Payne,Jim Taylor,W
2005,Best Screenplay - Motion Picture,Sideways,Sideways,W
2005,Best Screenplay - Motion Picture,Charlie Kaufman,Eternal Sunshine of The Spotless Mind,N
2005,Best Screenplay - Motion Picture,David Magee,Finding Neverland,N
2005,Best Screenplay - Motion Picture,John Logan,The Aviator,N
2005,Best Screenplay - Motion Picture,Patrick Marber,Closer,N
2004,Best Director - Motion Picture,Peter Jackson,The Lord of the Rings: The Return of the King,W
2004,Best Director - Motion Picture,Anthony Minghella,Cold Mountain,N
2004,Best Director - Motion Picture,Clint Eastwood,Mystic River,N
2004,Best Director - Motion Picture,Peter Weir,Master and Commander: The Far Side of the World,N
2004,Best Director - Motion Picture,Sofia Coppola,Lost in Translation,N
2004,Best Performance by an Actor In A Television Series - Drama,Anthony LaPaglia,Without a Trace,W
2004,Best Performance by an Actor In A Television Series - Drama,Kiefer Sutherland,24,N
2004,Best Performance by an Actor In A Television Series - Drama,Martin Sheen,The West Wing,N
2004,Best Performance by an Actor In A Television Series - Drama,Michael Chiklis,The Shield,N
2004,Best Performance by an Actor In A Television Series - Drama,William L. Petersen,C. S. I.: Crime Scene Investigation,N
2004,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Al Pacino,Angels in America,W
2004,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Antonio Banderas,And Starring Pancho Villa as Himself,N
2004,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,James Brolin,The Reagans,N
2004,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Tom Wilkinson,Normal,N
2004,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Troy Garity,Soldier's Girl,N
2004,Best Performance by an Actor in a Motion Picture - Drama,Sean Penn,Mystic River,W
2004,Best Performance by an Actor in a Motion Picture - Drama,Ben Kingsley,House of Sand and Fog,N
2004,Best Performance by an Actor in a Motion Picture - Drama,Jude Law,Cold Mountain,N
2004,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,Master and Commander: The Far Side of the World,N
2004,Best Performance by an Actor in a Motion Picture - Drama,Tom Cruise,The Last Samurai,N
2004,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bill Murray,Lost in Translation,W
2004,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Billy Bob Thornton,Bad Santa,N
2004,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Black,The School of Rock,N
2004,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Nicholson,Something's Gotta Give,N
2004,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,N
2004,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jeffrey Wright,Angels in America,W
2004,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ben Shenkman,Angels in America,N
2004,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lee Pace,Soldier's Girl,N
2004,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Patrick Wilson,Angels in America,N
2004,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sean P. Hayes,Will & Grace,N
2004,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tim Robbins,Mystic River,W
2004,Best Performance by an Actor in a Supporting Role in any Motion Picture,Albert Finney,Big Fish,N
2004,Best Performance by an Actor in a Supporting Role in any Motion Picture,Alec Baldwin,The Cooler,N
2004,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ken Watanabe,The Last Samurai,N
2004,Best Performance by an Actor in a Supporting Role in any Motion Picture,Peter Sarsgaard,Shattered Glass,N
2004,Best Performance by an Actor in a Supporting Role in any Motion Picture,William H. Macy,Seabiscuit,N
2004,Best Performance by an Actor in a Television Series - Musical or Comedy,Ricky Gervais,The Office UK,W
2004,Best Performance by an Actor in a Television Series - Musical or Comedy,Bernie Mac,The Bernie Mac Show,N
2004,Best Performance by an Actor in a Television Series - Musical or Comedy,Eric McCormack,Will & Grace,N
2004,Best Performance by an Actor in a Television Series - Musical or Comedy,Matt LeBlanc,Friends,N
2004,Best Performance by an Actor in a Television Series - Musical or Comedy,Tony Shalhoub,Monk,N
2004,Best Performance by an Actress In A Television Series - Drama,Frances Conroy,Six Feet Under,W
2004,Best Performance by an Actress In A Television Series - Drama,Allison Janney,The West Wing,N
2004,Best Performance by an Actress In A Television Series - Drama,Amber Tamblyn,Joan of Arcadia,N
2004,Best Performance by an Actress In A Television Series - Drama,Jennifer Garner,Alias,N
2004,Best Performance by an Actress In A Television Series - Drama,Joely Richardson,Nip/Tuck,N
2004,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Meryl Streep,Angels in America,W
2004,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Helen Mirren,Tennessee Williams' The Roman Spring Of Mrs. Stone,N
2004,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,Normal,N
2004,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Judy Davis,The Reagans,N
2004,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Maggie Smith,My House In Umbria,N
2004,Best Performance by an Actress in a Motion Picture - Drama,Charlize Theron,Monster,W
2004,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Veronica Guerin,N
2004,Best Performance by an Actress in a Motion Picture - Drama,Evan Rachel Wood,Thirteen,N
2004,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,Cold Mountain,N
2004,Best Performance by an Actress in a Motion Picture - Drama,Scarlett Johansson,Girl With a Pearl Earring,N
2004,Best Performance by an Actress in a Motion Picture - Drama,Uma Thurman,Kill Bill (Vol. 1),N
2004,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Keaton,Something's Gotta Give,W
2004,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Lane,Under The Tuscan Sun,N
